lid,rid
56212,1165184
931563,1142206
547606,683859
540477,857343
150675,161712
504980,888652
359168,775521
103394,586490
671453,751352
245874,600852
14473,974482
171932,443211
319302,335176
458447,1051334
537418,678166
631315,667370
713576,984273
634765,983117
1079034,1099487
820841,1062087
285234,733212
67335,176728
325370,1119673
1061421,1104904
479318,1185276
426919,801233
277195,351356
576368,793100
1058696,1074999
30687,492781
7570,15625
884897,1063846
253047,976878
11232,912388
461529,1178601
32972,812861
255765,1221026
666301,776593
433280,464060
738504,748730
919315,1187134
272217,450147
769767,1003636
328976,702933
238896,647713
356852,1127546
402606,520375
300252,1162635
347100,1083537
373920,1203512
19625,47593
766823,809133
44482,993725
707724,861989
589657,763505
91346,251208
498849,588133
559352,605993
325962,1071266
346764,396281
680382,1013690
347947,559616
438966,1051326
219268,761238
293252,609006
101598,469075
231799,590580
716405,1140464
167127,599815
771828,984865
41596,937272
85678,763758
852472,886725
550559,1206212
338558,927771
716995,1199555
130097,482871
343794,523084
188381,880262
505145,1051808
702546,1022196
758498,996685
764988,1024894
869945,975959
511458,1019028
200123,201388
320544,990938
475017,1071473
326444,467784
567108,1093152
63025,913101
1049119,1138992
239768,815077
298627,378356
116435,348875
351381,1007583
279195,675558
681699,938397
365461,661282
514740,688393
538699,1010201
24519,104084
8895,1115641
71885,685306
414427,1109429
858092,924476
396188,401248
348891,638402
708372,718048
267224,309406
193659,304871
27470,194466
204272,970723
518868,974375
178920,750765
494248,972002
182498,289775
120392,528801
234442,558928
867959,992005
323152,1214515
344743,634294
328126,944325
310488,941576
642581,1178994
769730,973501
218149,245320
333972,606521
33133,997344
394429,527446
146227,266228
86697,1010746
313288,418441
333804,845514
531159,767262
202826,355023
25059,371248
69534,970383
840222,843661
259145,1184698
238245,996054
198809,1076612
247373,269171
368399,844612
62588,515085
580532,1154471
265868,282838
751908,1023252
150879,828721
74704,306278
821343,900900
561607,654553
741587,993086
168094,353560
137480,1175356
404610,971437
18272,733465
648161,1191332
182691,700188
676820,716868
241955,1195321
388888,1093701
681947,858093
244763,1002525
83743,838536
480841,1072786
122469,1214812
111849,753404
87165,1196743
1081707,1139245
1044291,1061485
531305,991869
777494,1046665
767089,1179376
791528,1054596
439097,1031109
650564,830146
137385,411944
76164,127156
257356,995673
236586,724061
1052621,1209235
465491,731374
457119,1117956
243983,271814
937621,965013
669361,1050520
349042,406113
220739,320396
453426,1147232
216426,698936
255592,1082681
742502,1085464
394299,569578
448412,1182637
337999,741119
673826,1086176
602132,913431
67601,311157
1043620,1110864
466476,748334
484949,1165336
88051,756858
733025,834732
580962,604732
278347,857747
1116965,1122980
258603,1095048
514393,1183858
264791,747182
530400,608122
465347,926256
380033,984521
723821,898607
94046,1208342
299781,394454
396278,571154
400526,977247
220139,545772
540261,643406
762143,880064
407496,997233
116266,178623
53129,546680
580138,1197846
699812,911290
38119,625581
808053,956202
214740,490411
135411,493988
415706,1176180
549377,709835
314246,399538
189944,855443
964702,1150535
171437,467904
801,454048
56144,201930
116464,393241
350750,1090564
322958,409510
981617,1179462
633501,714499
711370,1155207
35947,232358
136954,925482
447461,763432
510201,580386
591481,882326
396962,554416
395616,474256
194421,862062
136109,820236
72229,852072
280198,622789
224911,1041204
616087,831029
11880,831646
850171,1181932
512605,694758
853708,1187579
279347,724811
78306,774692
185264,563979
556669,719083
333440,916596
819135,1157880
787911,1136810
133689,899211
577055,688527
585947,951788
418612,887672
220549,270017
322972,560820
162481,450351
181814,358004
59927,747772
39886,934902
815149,1050370
1060436,1121610
756885,892023
724140,1030150
739490,1194590
582895,847337
144175,914518
377102,535945
857497,1027055
242457,795715
141214,500490
215373,874304
298614,1159178
580206,641275
78738,880307
665397,832326
1088662,1175406
741662,1083059
218950,764286
122428,991347
379217,390669
5939,106492
490597,936083
978623,1107395
222794,1139936
77339,177312
632783,919416
690078,716878
131421,1170178
96646,969469
294468,1183409
146515,604311
18265,1196867
212513,877166
551717,1103476
421266,1035753
898466,906107
112919,669427
114086,886940
384993,705094
279618,911398
156646,364635
322993,672169
79595,1197917
650412,889218
594238,628757
177002,552657
430364,693813
966155,1067128
117126,588852
535809,541461
397404,817234
500650,589761
632722,892725
160988,988029
381756,394531
535776,839719
370677,707249
367244,519752
174278,679516
1018830,1195654
117857,674943
1007852,1200614
279610,1171402
388487,477513
437599,666714
61793,1213611
340148,1085341
709455,793019
280706,380342
160034,164170
302159,1184260
351775,590410
450649,557913
78969,354117
14419,813950
490266,733498
257417,462362
828477,1169671
189976,1096270
604730,615212
359844,811001
942870,1023626
1159643,1185276
366451,1195156
41400,1146032
486331,606328
444029,996646
177708,1120194
371153,581914
537101,920476
131967,537418
331125,893058
172684,1054157
550029,835656
1130059,1133886
264568,1120620
931710,960056
362023,1197824
345185,845247
92613,701766
622248,1095390
13821,609732
554472,715953
94791,244111
14033,1146724
182201,434347
835017,876944
75774,1146043
743588,1128707
351209,535072
226067,396806
395645,720827
439399,835070
10377,796251
670740,832935
99094,180213
242034,574242
206597,533952
143911,486736
139594,552806
740287,838316
284624,838305
18550,225751
190406,459390
294385,938242
571478,1180680
443488,457172
141410,189073
420865,791997
600130,820486
542992,848352
827048,1003970
402880,843097
256541,868144
831503,1022723
523436,1101919
525712,983191
592621,914128
296064,806399
118560,155699
222142,944425
374753,1072587
272123,928423
755012,1203007
156243,624782
928501,1111702
949092,1097416
652107,701587
66902,1124431
156121,1118784
401515,654242
382792,839136
150507,459505
2206,12878
254625,269676
292117,1124350
859565,937669
344185,805266
382884,516548
85964,925390
551876,655236
861226,1062887
397471,522965
699012,1097171
619674,1192314
435373,1114767
42104,500652
150350,1102690
5260,48327
211654,621174
577742,743200
15082,188167
367063,1133764
1087933,1179382
466679,499833
751307,1159468
16780,693915
202936,721910
137722,699637
559236,639944
241096,1044407
468264,791229
356315,908496
186808,259909
341032,444601
667071,1221702
306406,548075
143819,726639
717371,871814
285455,674823
608134,685270
162680,864206
494431,648808
310605,1158329
171236,423996
23417,55963
244642,398673
382569,485022
194539,695892
505299,1152574
676493,1099969
636131,1153974
478664,758497
764169,834828
413295,807963
283646,467827
431410,1145471
857488,889814
29036,1028664
608272,681420
317903,1193837
754534,1196161
805693,1203580
48053,1061883
354354,718048
554378,905929
437040,1186593
214116,939237
802753,817194
257480,844704
434125,1079222
412789,1135233
125738,678034
388262,426119
549775,822394
945711,1068445
921518,1017090
954099,1167905
24624,1022416
679061,991040
609815,864486
606918,850714
494978,755312
942978,1139376
870117,934297
389804,516367
454648,617203
602704,1117956
631772,776134
262442,623499
337126,634256
6222,152952
949581,1181233
830825,948996
197756,457234
287912,1170177
116201,281635
389183,1050992
399092,528377
225935,420690
288177,360722
322471,808595
490889,927571
1086897,1134459
187890,780727
525510,850548
916129,1105400
633958,1075482
466881,964615
349792,377971
526197,1134378
39389,1154503
333806,574313
234443,925763
112313,1204496
484372,560278
415360,1221987
379635,801548
518960,607224
11457,823515
99078,447390
798960,859047
910025,1014595
310491,457441
794789,1015840
641411,1144836
110349,317045
1155694,1220037
673878,715170
9920,1082152
378743,429771
128197,692116
464447,686641
230054,670342
434465,511877
663024,836943
692889,887013
585898,893883
584214,1093275
258084,492597
12139,597733
400249,1221989
199796,216163
859829,1035489
691658,1078968
900710,944142
677092,1113055
335937,674755
42347,997114
172884,809947
116306,141835
269157,284171
632763,786092
52601,1064904
759371,1110639
67149,1135129
421701,1001104
576845,840234
153796,1094127
477514,1200267
606446,707496
331355,396308
466057,1064676
15110,1178063
33104,846751
53782,964864
670726,1082788
749634,816411
110898,997777
487839,1087225
429743,666473
502397,603608
244016,530694
428563,649395
72682,512366
252995,467640
663739,738012
590761,945076
466747,625253
734381,885031
1107110,1185208
599211,1169496
480213,1085220
387745,422297
627248,1152494
996250,1205098
716033,942660
47861,330136
89628,963106
379685,774442
240917,703692
375750,1211251
387175,491380
198497,516039
543850,1081138
540214,1121528
348996,961748
285221,767074
158808,1145793
536432,562274
647229,852474
74352,102391
222587,445035
306417,757069
200431,1023757
587701,941811
474359,522640
116296,551515
796282,942062
665720,1084819
735956,912006
821012,1201866
767525,835797
841300,864463
1018916,1036688
600131,1165278
680995,965249
230082,250559
428243,949851
233054,349015
549003,1058700
396518,563046
456179,831289
21597,31599
844988,1133958
262559,843523
709448,1130328
581557,784064
433699,663540
662553,732392
632672,730084
345217,1014261
594256,1136783
95640,237560
558133,604240
89052,907080
1090343,1141761
951231,1142097
876861,1057379
503421,1211963
104255,766666
298388,954216
388417,599429
325252,373947
154064,755310
265769,1059436
828546,1178217
718701,778096
792837,974449
388071,429771
354227,354461
788969,1122383
182657,260978
18721,375703
266128,1180630
71571,259237
267394,867758
344925,717697
89710,807615
607224,1216195
467263,755805
748000,789474
543087,618977
311833,584113
775659,874529
88795,654833
339556,1178636
419736,903262
60752,1143566
326707,555474
254244,858985
493549,1110451
489210,946072
20211,586113
717623,975554
1099651,1123447
110786,798632
293008,446553
587189,1098309
988433,1077456
106263,1056451
312767,639981
495215,792036
504649,1108305
242018,1042707
907531,985406
259285,1164145
538567,800849
828094,1098283
512001,568393
384477,856269
116318,463112
433229,455134
284988,286577
575395,874652
475366,1034424
335426,513784
31241,1168653
428592,596821
320509,634755
270719,832528
735013,847245
112907,250649
528951,1074717
7986,147613
429131,861562
663264,836617
816118,1025267
822288,894488
670091,1216574
423461,572042
770431,1217956
57629,760455
358022,607183
215509,1145713
1042838,1136305
240542,806665
825284,834897
1045583,1111427
68929,1088064
731054,926767
451572,780734
56071,492732
610052,938707
520037,730726
815782,949854
67599,246794
575098,794656
156438,893901
385599,474166
108223,955371
113207,318430
712633,936589
418534,528919
198579,967829
673087,888736
447635,722135
64552,732680
802572,823337
168254,374733
58189,999978
263376,1160124
285968,429530
493895,949556
610329,960276
311429,1164334
528453,858221
86136,914816
423086,1145138
189724,1103915
28509,958706
639825,1158185
494970,1115051
32784,599307
96415,694259
482582,1135490
394255,761070
896837,901771
221847,709121
597388,825316
476229,1130375
643903,1027215
1064166,1083011
262591,1185804
133218,782527
143915,407634
347985,881502
548351,1037821
765959,1190473
203109,397648
683135,1199956
269453,582494
257771,633684
278475,343700
902222,903812
427273,983162
184314,951798
345422,695736
776395,814492
765029,1075475
434461,734444
323668,1209012
888377,1021390
287178,490500
9724,829216
985233,1128036
207854,1168172
707667,961030
201696,289851
101997,686641
60699,1133970
693812,807041
458468,936698
588610,1178699
3969,1193152
48205,785820
440417,856276
422659,1047706
592712,1195644
236294,422374
541189,1159463
95786,159102
254528,1217352
668413,1101793
139823,1117536
298699,903906
798485,840927
87196,932054
355847,993697
157536,381602
271389,1189827
78362,1132403
548701,1099653
183110,930138
579243,640667
839788,918674
299148,868454
693279,1204545
178217,474322
63027,334864
909282,1092661
145344,888216
718451,727934
814991,836064
116976,531034
347597,391669
504312,1055916
306614,478575
772994,1119124
788874,812210
123921,1086834
219222,475255
498975,756248
505493,975124
927189,1195184
153532,979667
684090,1040832
653707,1030958
519389,577967
993278,1017734
538479,801596
237639,501504
112282,528106
377391,844027
247486,724570
666144,1131487
99422,958777
148133,183786
14670,504094
702886,1075745
170202,708493
894063,1216276
817650,1069028
379438,1117926
945449,1219914
116501,641048
106067,332020
301277,947666
97912,1066054
887445,1156741
75224,477761
940490,1072042
751060,942220
652302,795880
212449,845829
451391,456511
602418,1163389
57101,1047994
575502,702308
252151,786301
522291,1061536
98514,422357
957202,1215300
417996,638098
524946,1089167
657437,658203
417597,1085217
5510,867009
1011340,1018663
67268,113094
220938,961529
482552,697527
557027,574202
155239,717788
799884,1199786
504410,602193
686134,747047
241723,1158736
259321,513218
643751,1131549
831709,1131087
171747,172778
459290,672318
874003,994007
11668,249933
77468,1082995
497282,504649
507924,1205174
433984,540627
757308,955404
206643,253088
190210,252952
285300,785706
101087,626500
892867,902875
292592,1127331
168547,1173382
137860,1181564
188657,461660
281322,840662
802605,1059423
470522,851740
1056773,1114218
257601,632928
581828,1215941
33455,795306
240436,1195317
271073,821861
52728,1193675
160,94755
314746,1172090
190092,648978
329758,608103
891475,1158079
738912,744772
144732,631751
202997,676013
253679,1046937
679906,767991
892373,914394
333361,773538
839414,1056931
529771,1101356
1142602,1204428
52550,806874
464447,1190192
428010,1113012
145283,773117
980645,1097455
1107076,1181816
5983,66470
37886,814762
744164,1172763
205159,446825
211414,1097240
160985,710924
711270,1088213
150240,544802
60817,813197
922039,1222271
477747,1028383
45834,294129
621330,644431
237300,867436
992834,1088857
364761,480012
905639,1158512
235056,308938
213111,1155346
435301,799912
641785,1177617
355554,732989
724902,974849
436076,1057925
695600,906957
97825,1221014
168555,406284
99563,887950
1075243,1123081
724939,889468
229891,312067
274706,529898
911064,1069808
1168845,1196849
473296,756219
104001,394048
270140,1044152
667848,861688
414378,1146724
386430,517559
678772,733514
3694,538765
1040832,1083537
807312,1005511
1030346,1097627
132082,594230
860285,883783
620034,692977
72372,372111
41537,148419
25178,612396
119606,614822
458439,692035
18648,494614
290995,633611
603464,924731
264750,1207701
850560,1013974
173833,842262
16334,36074
412675,905415
428756,533523
40779,45771
75612,996023
404993,796732
347565,1203767
788111,805621
780376,1142065
1104501,1216284
729239,890159
448509,1029284
2472,433165
290693,1213066
267692,615948
560408,602555
473025,1124834
460616,899211
291114,409786
8000,693181
349412,567717
520647,882552
830356,1011528
7686,264290
10588,315210
493768,945331
588651,1052067
166307,964940
849594,987591
370083,486591
629812,1162188
1133627,1144915
152770,413084
119137,634507
650102,788614
324489,939740
342384,838947
228851,533737
284488,1031631
252622,1090880
533650,1213401
169298,1211317
342608,1007272
200538,1203092
194706,347387
975857,1167965
766368,1133796
98934,479130
72856,1100689
429188,551596
292648,678562
570513,741528
298269,321981
75697,1043062
658773,832146
982171,1056563
153850,1182098
781184,1155699
1047316,1113004
814482,884779
362752,767030
404803,1004801
1630,502445
241062,243287
180129,844883
670463,1168608
457634,630241
235574,928401
233649,479994
394082,922434
70534,1106610
290939,944447
106748,907419
8072,331414
651299,750934
239323,1189504
146748,982799
1094492,1134287
101997,240436
272978,1200782
722336,863019
363523,962292
84250,207946
90182,888445
523084,641652
161699,456251
55888,1066028
118955,673066
21871,608075
437016,495590
670983,845154
692570,946836
266824,390096
627387,757134
898620,1194313
359761,1057439
428475,982094
571090,1098344
454780,600838
77808,391378
524019,833905
502415,835225
106686,639425
600259,988580
169082,221183
154293,389695
210521,1066850
521677,849781
687135,1066851
952952,1059019
145789,168395
312529,700464
97461,160725
672513,790530
138138,974578
512649,1201535
199157,282582
678479,1203928
210573,988917
903607,1130293
87694,373701
250128,254487
221896,682221
460830,1032027
511548,814867
388283,1177019
57155,1124930
1069115,1207533
910928,1174645
86900,1072666
374599,787691
108183,127105
630731,1091679
879986,914869
332459,497446
10,653661
348766,936000
193819,666963
615940,732353
168585,910693
994141,1049681
1055265,1194966
15544,682223
33230,899646
437067,709757
419900,1086864
140849,165411
444408,1042229
162850,761102
99383,241021
463793,1126583
277558,373051
599679,1196114
394825,537682
309183,423512
202674,703257
153597,446342
338332,396100
1134432,1197073
587611,914538
26274,1214321
117586,1183803
498217,608395
1136094,1200312
572994,1144045
868893,1144469
364291,486857
22071,1179924
253845,1130904
133505,451307
204510,519346
14033,733059
220789,538263
829843,1198675
661235,808726
429417,1199249
299962,342521
292958,647730
98967,430462
145115,1216733
744535,1057963
84203,307244
97010,308831
645641,981914
214729,846098
255904,888005
374301,744037
64059,553471
66641,722668
736898,1146724
934984,1140600
63077,487359
118631,1073672
688294,797411
362351,610765
950728,989987
69234,137928
437762,921747
101997,1190192
271556,1024867
813848,830171
781767,1162559
194882,547588
76395,379312
78067,940802
26636,1172807
200262,1103465
212015,1060786
526653,698753
427477,1062107
551717,609488
248281,982484
659815,924941
239722,754307
77737,110758
80558,626634
429380,630076
754307,1178037
881003,978426
851453,1034541
380714,1212434
233692,743991
676067,736827
591836,818653
169897,641468
954662,973174
267510,1122140
254911,700604
147153,651904
264863,680164
995156,1132036
47127,847410
332607,789968
364954,1182189
309238,867895
816975,1000191
467294,883496
285950,821867
54880,224084
155994,550420
583051,975480
827619,1045535
422410,927325
237415,1175873
405121,499227
26438,891339
286017,855519
149721,954552
26882,48638
798870,1090035
297965,998517
231894,264403
15098,313080
48605,171304
269434,845990
782987,1047706
530881,707677
457612,504493
134424,1192995
778103,942079
86505,177204
222528,1008841
334154,1003164
280630,413131
135665,562612
252505,296755
953843,1067163
421748,603716
239560,469493
91130,890276
1106926,1162301
249363,800154
408319,422774
1031853,1134995
52377,896962
374911,959487
47118,302162
902473,1148136
6827,667607
1034846,1221496
354254,1004452
238421,1213308
296826,844125
111865,827824
325619,691249
24675,1212803
177437,1150263
373618,751819
926004,1041116
56012,468155
710538,1202631
290084,345243
643194,776808
80179,244407
140563,951602
43568,970384
233900,593712
1006195,1027331
549133,594043
10058,437357
45335,511697
392041,504001
848988,1004293
802241,1180787
55908,181091
722179,1057452
521540,846098
379968,714383
610924,829376
607818,757523
652877,699173
408937,1023675
43517,1128863
159924,962350
630122,689071
352258,524852
193980,302503
407641,1043575
241142,466306
374045,854838
194814,742949
181208,1128733
118593,129987
71351,1205813
405334,1058506
247642,334907
421745,1132253
651790,1069323
243377,479987
425090,1187880
184198,311461
476668,822394
137369,974940
342266,913682
364235,962445
347412,949322
305803,1101966
15082,1083537
7744,1116523
258606,851186
523904,632478
1091598,1205971
63072,366907
329662,736987
107902,120640
24450,466637
158424,316993
199377,464880
185113,226174
51957,641472
214927,220844
513739,611870
169144,406655
305039,467604
413586,1076198
489,655148
245120,902093
155134,545858
496900,585382
134549,498862
97746,1010386
903544,1046722
326293,452319
170757,882302
271244,404264
140908,370988
10319,245237
769603,978833
829122,1195722
241166,470059
203310,587816
934074,1056269
915245,1074779
260437,966827
474398,745097
396065,475346
39878,1145519
430145,456817
245891,288942
728865,1151183
1046492,1097332
261997,1126702
935686,1161623
387924,438021
293083,1135006
602751,678152
40017,951767
1097073,1158105
654149,1191068
1048553,1131771
96882,365240
718195,759059
299061,532888
953846,957526
653624,1099568
682866,713576
1176078,1201356
994085,1034420
769927,945537
678702,741015
1126036,1131442
103408,1131367
522335,770450
258102,474579
198001,411622
935188,944777
68089,998680
846098,1190192
612412,969860
448268,790779
267921,871384
630333,694878
256758,1221372
298346,819633
293916,329576
331024,631989
277787,1051123
787705,1191946
744672,900895
732636,999882
29088,248502
186032,677415
880694,1162316
636467,1170650
339566,460286
364475,374116
239928,871315
131967,823010
1114189,1141251
274336,457859
204161,1129289
375292,782855
650127,828836
844048,1025363
25634,766309
90984,855205
41758,947139
54506,1013410
221277,996678
100553,515883
609665,677776
613372,1046547
10677,1167398
695881,1105912
203571,278380
466997,1156796
79317,844852
12706,178502
204789,298167
1389,1137264
698358,1073083
487506,1201703
122048,1109120
471002,606446
133645,931239
478924,983930
223453,917319
283493,650276
333508,1045058
53530,950876
31200,715178
322496,368385
504094,634765
114041,258659
358197,972885
114134,360301
70739,918399
289223,509776
188522,292442
731199,1013110
447587,871469
279618,905283
203213,1163434
100372,548278
649166,857858
598316,788966
149628,900937
44315,1149998
101087,1029191
105290,121590
43582,625122
22816,275940
152111,177987
88182,310658
172914,696422
371025,1053041
663017,811401
621701,841693
646354,1066376
245620,278359
510543,1109235
838669,927970
79802,434020
131967,498523
138903,1198318
138770,531393
339758,553558
257719,720668
873847,969497
192864,749444
223804,617599
446610,1208953
166307,698523
129717,1062102
534427,735426
723259,956419
911244,941565
904474,1210229
889167,1185029
14527,892816
249324,365780
289094,946741
749637,1156744
638299,1100071
313637,1021483
1708,922868
27919,98724
162637,322844
719214,965241
610636,910386
259630,832855
34578,695043
567302,853103
798000,1038956
332582,1144411
120274,460504
326250,479254
746287,1013231
982686,1147643
174441,559620
28417,891549
536845,649184
435298,772635
16620,1179141
295503,809158
639899,1105815
733818,910885
946692,1198525
770826,1221762
187517,539932
412022,720982
739807,982677
268191,786442
188897,1095386
193047,737793
48820,255139
357518,769186
118698,1147355
70922,84321
1027299,1198948
859171,1209320
131559,145760
639409,730820
36672,952923
63348,669116
1011309,1120535
498105,564396
344084,887796
938317,1128724
482357,704687
840975,1165892
311010,1210102
961554,1047645
222759,718573
339781,586887
86821,1055918
557451,1013518
233370,827540
661226,1074951
360426,490577
624555,913617
358577,1067332
98004,954773
307457,813875
211116,429821
995143,1112233
161759,1191051
802901,1164915
61105,606124
78168,954847
292308,1046554
199801,649644
691212,1051796
145513,776535
368684,881946
380116,1061049
516328,886511
873827,1149088
578643,1087879
156726,517939
755302,1150480
510148,1132760
429854,537556
769344,1163190
164447,253469
215380,275821
371686,828586
733818,1111531
450526,1212636
213242,246238
860789,1183940
45298,653375
280837,1134558
865880,1131227
252961,1074351
136941,787669
172154,867878
512636,719849
472619,753887
679692,770964
490481,997365
567004,829047
206522,255070
707420,830549
260987,576986
144460,1204363
62859,416896
790652,1033831
94908,889246
1166329,1185350
114352,1007014
881463,1112884
799684,925526
282985,571052
13779,166853
160715,1208519
624133,1119458
438157,1171594
635590,952120
404445,1188829
461961,1170937
628516,1084186
1041904,1209653
369012,1120365
193473,902387
492729,652887
373011,702230
81005,1000403
840691,1165678
221335,621860
335947,439716
633035,1038629
367516,949336
398282,886544
774832,1220420
329119,1014687
18610,909979
712381,716262
274355,325295
24551,418125
453369,620850
47952,142442
204535,880886
311845,729473
234023,498333
668036,692826
377501,389186
171928,365945
197225,768399
993188,1084531
922691,1121594
174986,851963
473714,915072
348916,624214
375104,831612
204647,294490
547441,1109685
344401,630670
163883,491283
553234,940487
177475,725587
571797,1060492
640518,1069322
616569,990034
236233,1222080
1154224,1188276
606316,908102
30727,868085
601845,686641
587999,1126895
445462,715543
603574,639424
495973,914770
172745,613230
86724,154256
110694,1122058
524306,604781
62057,398033
54901,119271
381550,1162077
159021,963515
20383,982955
264226,706815
201127,794681
181215,349787
625523,732073
203353,594360
731760,1222870
176209,867933
31510,44448
295003,299404
199177,696098
972801,1075211
58841,562145
175574,814734
723307,883842
689738,892687
245648,1191205
289531,923924
254906,961578
200038,702284
77355,572112
249221,564637
309770,520614
146765,428762
57543,342082
294023,511357
670334,890506
759808,1190192
928256,1097006
329732,731340
309805,1194551
832971,1105482
96479,644798
18910,23310
514482,799099
220314,630428
365190,511457
1095259,1203171
43216,169789
320237,762986
402534,1150472
105095,945536
903739,1023835
651123,889851
186741,914914
370284,1087127
65994,917547
367264,1090108
510482,866539
409894,630423
799922,1067037
101682,830341
202635,387007
867122,1211652
2065,161460
358110,1222744
14546,782883
629252,1092443
263834,640518
833413,1102043
627457,747088
100367,125539
362416,435243
362681,791811
434150,717940
226943,428671
441789,797125
770815,1090137
267972,915137
317669,1075944
420568,1146374
364404,748162
682866,941822
180588,420160
367087,509621
785976,822355
781559,1030420
1128388,1164956
347002,868486
46889,163939
372573,670192
121170,460616
152897,610553
239875,422416
881531,961419
237168,791081
110098,1075155
861822,1040832
39293,606527
20720,543928
495532,1039024
57617,1071701
662420,887414
1149298,1194342
287013,619783
588325,693344
371997,695292
902313,952713
239572,1186882
17725,542243
842376,1001464
484911,1161722
250292,628457
474884,701582
378762,507009
54553,136576
342269,957632
738400,1033275
247838,805916
297724,379635
156958,1106940
85298,304159
485302,1122101
864745,1118993
532976,1146694
188152,876917
273784,935688
179557,1132717
717976,1208966
181493,437891
141491,685746
886882,928012
151144,771628
895026,1144805
490706,1119311
973304,1214172
1017203,1123935
294099,651786
340720,843558
982003,1011908
920187,1065272
285224,610302
86479,484767
909042,1198173
143600,1002402
370346,838177
308898,619398
43409,678966
233714,1096833
342384,1202955
452625,628648
252145,830032
668104,1143755
110208,656525
580890,1162429
487486,703487
116201,719391
311385,655931
428609,1064946
85178,1184840
534900,1054632
193081,601268
861494,1210471
249548,253861
998243,1211171
426967,788450
224089,385607
821171,1139541
485000,896125
619785,725755
724619,1128341
673249,1126337
100485,538921
266042,890659
582186,1020618
380674,1064498
9066,480896
193634,986010
226313,1084901
668287,1119272
158761,1205765
544760,835030
261391,415128
61232,839481
14458,37472
424256,537902
628685,1077903
375573,1099877
782826,1106960
132044,610612
338662,851191
105489,1144849
560840,563640
160252,602325
773147,783690
23563,1071724
92164,563637
900614,1052092
110288,560587
318608,402457
71043,1188103
881605,956883
366876,963071
60590,1190999
233715,1058881
32546,496892
841409,1140362
228737,866451
501620,898315
523195,1197651
15635,262469
404828,626605
108281,131776
639405,661680
164764,741183
636794,988928
86445,1092814
714539,1009537
391455,411263
467525,599270
162736,537082
239759,257810
206305,987685
577769,1136980
62967,756565
9308,897213
229550,587380
873188,995100
26147,618520
761365,863322
660676,1119803
672753,941593
18185,543785
225684,546741
388071,467308
234015,964811
98162,1111174
108536,972734
399148,652858
1033454,1099193
389877,858114
877067,1154017
181735,552352
849945,1024255
928059,1017377
327826,592467
179424,842894
205482,719778
233036,895937
195902,1071773
322102,332512
166840,351494
499687,1051286
261912,458883
488452,642973
107718,601845
1033348,1085561
310950,783763
974237,1033142
65304,606763
59036,244705
568817,1181427
327989,407410
787599,1115926
191878,1072804
4745,837963
417820,593582
288172,612385
901043,1150969
779235,1135684
186455,447802
778366,1015327
367855,1115571
114079,724894
668663,1073626
916725,993062
76354,662594
964546,1077681
1020770,1131890
239383,586600
523274,1138829
704787,1191407
501524,857397
738957,1155802
840322,860465
292317,1189599
370919,489311
506742,694680
46504,375137
466608,768514
218928,1033827
25520,1151367
643046,1217214
637907,889238
1165862,1189647
95265,688597
569836,750931
378417,704424
342974,1154339
500554,613229
940100,1100162
606231,1016504
463299,1015042
994092,1076104
479547,767961
126714,156918
1018251,1082963
810735,876697
323291,873980
203823,751094
127826,769712
360114,764482
253551,262346
858791,1198070
155404,672410
411511,1222085
193784,482192
890636,1215286
255270,810850
660115,662630
155055,648844
137943,463184
302396,649436
525324,962956
480892,985187
973573,1023662
766317,870691
239436,270449
56757,589041
501862,1041823
1042477,1100092
425364,696958
206967,253783
994436,1150573
379036,980017
471764,816115
790338,1194508
10158,427795
980652,1142790
465646,898008
125816,1204074
584129,1117089
781773,877116
449364,458952
356586,807946
40206,981548
258537,534214
91399,851637
109444,969959
1033409,1088391
102402,643970
234604,447772
84954,505158
277075,378587
255415,526338
121400,236138
118826,787350
496254,782578
826390,838019
137585,543238
6567,935690
155658,645858
352056,1047975
463512,741402
621051,1067549
586355,1081608
810007,966990
67266,495125
270963,965779
145099,185857
234744,978636
53489,571517
634908,937149
115711,943600
675734,805744
197713,587989
418953,702761
547523,700368
419213,779468
433029,861822
477362,679259
460676,514941
537536,1171395
378413,915477
476333,1103351
189493,304597
475046,940410
783204,813037
65300,372627
163756,1215011
416519,568898
172650,996219
442200,726507
687108,1088979
380808,922243
884508,1037265
320765,1077711
457736,1194985
813073,868918
377597,909414
180866,315270
362982,818719
842588,866904
182186,1019665
965360,1168771
324000,1109034
184746,1053852
70515,105882
16295,680856
72910,644547
463892,1111290
164933,484828
383885,561405
226179,909061
9028,770648
345043,828315
357405,441498
601845,1190192
766490,910730
996658,1190729
682713,1127223
886394,1055646
71904,531274
418848,581810
20670,925617
524109,1219095
313623,778259
6123,710008
978120,1053226
90755,338429
893662,969839
476283,704088
114388,818296
206170,225815
308409,890164
926488,1097827
1005673,1195225
1005906,1090535
168302,440502
58153,593022
534332,788884
22384,863755
248146,1015498
1053112,1071683
93866,1006284
280488,397484
53169,1145424
728599,1067497
217558,626449
268197,488782
122376,855005
6227,412313
43255,541639
350493,929226
15653,1110847
235423,270029
417749,504159
139522,224639
441230,892357
479318,733818
411222,593761
265391,948716
488954,979295
44429,203514
397277,731861
335193,620011
61360,253353
564500,575811
534679,691247
612219,952502
537418,846098
185691,1135492
75864,1160736
335715,1032986
695613,1058798
1179474,1179605
71762,628107
329209,1033291
460409,802145
628448,899625
309923,545290
265619,1214854
1033845,1202718
872693,1025778
1007697,1202963
859135,1136997
982584,1067503
136483,597237
